,电影,票房占比,综合票房,场均人次,排片占比,上座率
2832,搏击迷城,0.3%,49.52,3,4.3%,3.5%
2833,金箍棒传奇2：沙僧的逆袭,0.2%,33.37,6,1.3%,17.5%
2834,十二公民,<0.1%,13.65,16,0.1%,35.2%
2835,顺风车,<0.1%,11.60,3,0.9%,7.4%
2836,旋风九日,<0.1%,11.37,13,0.1%,37.5%
2837,土豪520,<0.1%,10.31,4,0.6%,16.0%
2838,何以笙箫默,<0.1%,5.50,11,0.1%,37.9%
2839,超能兔战队,<0.1%,4.16,3,0.3%,7.2%
2840,重生爱人,<0.1%,3.94,6,0.1%,40.2%
2841,杀破狼2,<0.1%,3.24,142,<0.1%,100%
2842,左耳,<0.1%,3.13,6,0.1%,16.1%
2843,霸王别姬(京剧),<0.1%,2.18,59,<0.1%,100%
2844,超能查派,<0.1%,2.18,5,<0.1%,13.7%
2845,狼图腾,<0.1%,2.09,40,<0.1%,47.5%
2846,通道转兵,<0.1%,1.96,69,<0.1%,--
2847,阿里巴巴大盗奇兵,<0.1%,1.81,4,0.1%,12.6%
2848,夺命旅行,<0.1%,1.37,2,0.1%,18.0%
2849,末日崩塌,60.7%,7696.52,40,33.9%,39.7%
2850,哆啦A梦：伴我同行,23.2%,2949.45,23,25.2%,27.7%
2851,复仇者联盟2：奥创纪元,5.5%,709.30,16,7.9%,25.6%
2852,我的个神啊,4.0%,511.53,19,5.8%,32.7%
2853,明日世界,2.4%,315.49,10,6.7%,18.0%
2854,潜艇总动员之时光宝盒,1.6%,213.20,10,4.4%,18.5%
2855,异种,0.6%,80.77,4,4.8%,8.4%
2856,屠魔战士,0.4%,50.71,5,2.2%,10.4%
2857,金箍棒传奇2：沙僧的逆袭,0.2%,36.03,6,1.3%,18.7%
2858,搏击迷城,0.2%,35.94,2,3.6%,3.0%
2859,十二公民,0.1%,13.26,14,0.1%,31.3%
2860,土豪520,<0.1%,11.50,4,0.6%,17.4%
2861,顺风车,<0.1%,9.24,3,0.8%,7.1%
2862,超能兔战队,<0.1%,4.73,3,0.3%,7.9%
2863,旋风九日,<0.1%,4.19,6,0.1%,15.3%
2864,左耳,<0.1%,3.98,6,0.1%,21.1%
2865,何以笙箫默,<0.1%,3.95,7,0.1%,22.9%
2866,通道转兵,<0.1%,1.95,82,<0.1%,--
2867,狼图腾,<0.1%,1.85,31,<0.1%,45.3%
2868,超能查派,<0.1%,1.74,5,<0.1%,13.9%
2869,夺命旅行,<0.1%,1.35,2,0.1%,17.3%
2870,迷与狂,<0.1%,1.26,14,<0.1%,67.4%
2871,阿里巴巴大盗奇兵,<0.1%,1.25,3,0.1%,8.4%
2872,霸王别姬(京剧),<0.1%,1.23,71,<0.1%,88.9%
2873,焦裕禄,<0.1%,1.21,49,<0.1%,100%
2874,重生爱人,<0.1%,1.13,2,0.1%,13.4%
2875,天亮·分手,<0.1%,1.09,2,0.1%,10.2%
2876,悬战,<0.1%,1.04,21,<0.1%,100%
2877,末日崩塌,66.9%,3527.59,20,35.3%,19.8%
2878,哆啦A梦：伴我同行,16.0%,846.87,8,24.1%,9.1%
2879,复仇者联盟2：奥创纪元,6.3%,336.39,8,8.5%,12.7%
2880,我的个神啊,4.6%,247.26,9,6.6%,15.4%
2881,明日世界,2.7%,146.42,5,7.6%,8.2%
2882,异种,1.1%,59.13,3,5.0%,6.5%
2883,屠魔战士,0.5%,28.86,3,2.6%,5.5%
2884,搏击迷城,0.3%,20.23,2,3.6%,1.9%
2885,潜艇总动员之时光宝盒,0.2%,12.54,2,1.8%,3.3%
2886,土豪520,0.1%,7.61,3,0.7%,10.4%
2887,十二公民,0.1%,6.14,7,0.2%,12.8%
2888,顺风车,<0.1%,3.81,2,0.9%,2.5%
2889,旋风九日,<0.1%,3.25,5,0.1%,11.2%
2890,金箍棒传奇2：沙僧的逆袭,<0.1%,2.76,1,0.6%,4.0%
2891,左耳,<0.1%,2.67,4,0.1%,9.8%
2892,何以笙箫默,<0.1%,2.09,3,0.1%,9.2%
2893,我是谁2015,<0.1%,1.72,144,<0.1%,98.6%
2894,天亮·分手,<0.1%,1.39,3,0.2%,17.0%
2895,夺命旅行,<0.1%,1.13,2,0.2%,9.7%
2896,末日崩塌,56.6%,3389.09,19,34.9%,19.2%
2897,侏罗纪世界,14.2%,853.95,64,2.3%,50.1%
2898,哆啦A梦：伴我同行,13.1%,787.07,7,23.5%,8.7%
2899,复仇者联盟2：奥创纪元,6.7%,403.63,10,8.6%,15.0%
2900,我的个神啊,4.2%,251.95,9,6.7%,15.6%
2901,明日世界,2.5%,153.57,5,7.5%,9.0%
2902,异种,0.7%,44.94,3,4.7%,5.4%
2903,屠魔战士,0.4%,28.63,3,2.6%,5.6%
2904,搏击迷城,0.2%,15.30,2,3.0%,1.8%
2905,潜艇总动员之时光宝盒,0.1%,9.04,2,1.5%,2.8%
2906,土豪520,0.1%,7.89,3,0.8%,10.4%
2907,旋风九日,0.1%,7.73,10,0.1%,23.9%
2908,十二公民,0.1%,6.10,6,0.2%,12.4%
2909,顺风车,<0.1%,5.02,2,0.8%,3.6%
2910,何以笙箫默,<0.1%,3.33,6,0.1%,18.1%
2911,左耳,<0.1%,3.15,4,0.1%,13.3%
2912,天亮·分手,<0.1%,2.22,4,0.2%,27.4%
2913,金箍棒传奇2：沙僧的逆袭,<0.1%,1.53,1,0.6%,2.3%
2914,麦兜我和我妈妈,<0.1%,1.25,250,<0.1%,--
2915,重生爱人,<0.1%,1.24,3,0.1%,16.3%
2916,夺命旅行,<0.1%,1.22,2,0.2%,8.5%
2917,通道转兵,<0.1%,1.10,45,<0.1%,--
2918,侏罗纪世界,80.8%,10112.85,41,48.3%,42.3%
2919,末日崩塌,13.1%,1643.88,17,19.4%,27.0%
2920,哆啦A梦：伴我同行,3.3%,419.97,7,13.6%,11.0%
2921,我的个神啊,0.9%,119.54,7,4.2%,13.3%
2922,复仇者联盟2：奥创纪元,0.8%,103.34,8,2.6%,15.9%
2923,明日世界,0.3%,42.69,3,3.7%,6.0%
2924,异种,0.1%,16.35,2,2.7%,4.3%
2925,侏罗纪公园3D,<0.1%,9.45,13,0.1%,100%
2926,旋风九日,<0.1%,6.01,10,0.1%,26.5%
2927,十二公民,<0.1%,5.25,14,0.1%,32.3%
2928,土豪520,<0.1%,4.88,2,0.6%,10.3%
2929,屠魔战士,<0.1%,3.20,1,0.7%,3.7%
2930,左耳,<0.1%,2.39,4,0.1%,14.7%
2931,潜艇总动员之时光宝盒,<0.1%,2.11,1,0.5%,2.4%
2932,天亮·分手,<0.1%,1.95,4,0.2%,25.3%
2933,搏击迷城,<0.1%,1.80,1,0.6%,1.6%
2934,何以笙箫默,<0.1%,1.71,5,0.1%,18.8%
2935,通道转兵,<0.1%,1.47,69,<0.1%,--
2936,闯入者,<0.1%,1.28,17,<0.1%,41.8%
2937,顺风车,<0.1%,1.04,1,0.4%,2.9%
2938,麦兜我和我妈妈,<0.1%,1.04,347,<0.1%,--
2939,侏罗纪世界,77.9%,8009.67,32,49.0%,32.3%
2940,末日崩塌,15.4%,1583.41,17,19.6%,25.3%
2941,哆啦A梦：伴我同行,3.5%,365.86,7,13.2%,9.7%
2942,我的个神啊,1.1%,119.90,7,4.3%,13.0%
2943,复仇者联盟2：奥创纪元,0.8%,89.21,8,2.4%,14.7%
2944,明日世界,0.4%,42.79,3,3.6%,6.0%
2945,异种,0.1%,17.00,2,2.6%,4.7%
2946,旋风九日,<0.1%,9.61,15,0.1%,44.0%
2947,侏罗纪公园3D,<0.1%,6.72,12,0.1%,77.2%
2948,十二公民,<0.1%,4.49,7,0.1%,14.3%
2949,土豪520,<0.1%,3.74,2,0.6%,8.8%
2950,屠魔战士,<0.1%,3.48,2,0.6%,4.4%
2951,搏击迷城,<0.1%,2.28,1,0.5%,2.2%
2952,左耳,<0.1%,1.91,3,0.1%,11.2%
2953,潜艇总动员之时光宝盒,<0.1%,1.79,1,0.4%,2.1%
2954,天亮·分手,<0.1%,1.75,4,0.2%,20.9%
2955,何以笙箫默,<0.1%,1.43,3,0.1%,12.0%
2956,侏罗纪世界,78.2%,10110.83,39,48.4%,39.9%
2957,末日崩塌,14.8%,1924.37,21,18.3%,32.0%
2958,哆啦A梦：伴我同行,3.6%,467.86,9,11.3%,14.0%
2959,我的个神啊,0.8%,114.18,10,2.8%,17.7%
2960,我是谁2015,0.8%,108.31,5,6.3%,8.8%
2961,再见我们的十年,0.6%,81.69,4,6.1%,7.8%
2962,明日世界,0.3%,40.02,5,2.0%,9.6%
2963,旋风九日,0.1%,14.77,24,0.1%,68.2%
2964,异种,<0.1%,11.95,3,1.2%,7.0%
2965,侏罗纪公园3D,<0.1%,8.12,15,0.1%,100%
2966,十二公民,<0.1%,6.29,13,0.1%,27.9%
2967,潜艇总动员之时光宝盒,<0.1%,5.76,3,0.4%,7.5%
2968,西藏天空,<0.1%,4.84,267,<0.1%,--
2969,狼图腾,<0.1%,3.91,61,<0.1%,100%
2970,屠魔战士,<0.1%,2.68,2,0.4%,7.4%
2971,超能兔战队,<0.1%,1.85,6,<0.1%,24.1%
2972,复仇者联盟2：奥创纪元,<0.1%,1.71,2,0.1%,9.8%
2973,土豪520,<0.1%,1.50,2,0.2%,9.7%
2974,通道转兵,<0.1%,1.37,65,<0.1%,--
2975,左耳,<0.1%,1.36,4,0.1%,8.3%
2976,医缘,<0.1%,1.17,136,<0.1%,100%
2977,何以笙箫默,<0.1%,1.05,6,<0.1%,29.3%
2978,侏罗纪世界,77.5%,16991.05,62,48.3%,63.6%
2979,末日崩塌,14.1%,3092.99,32,17.8%,50.4%
2980,哆啦A梦：伴我同行,5.4%,1187.43,19,13.2%,30.4%
2981,我的个神啊,0.8%,196.02,17,2.5%,32.6%
2982,我是谁2015,0.5%,119.71,6,5.3%,12.3%
2983,再见我们的十年,0.4%,107.78,5,5.4%,11.7%
2984,明日世界,0.2%,62.60,8,1.7%,17.1%
2985,潜艇总动员之时光宝盒,0.2%,60.92,8,1.6%,16.4%
2986,异种,<0.1%,15.74,4,1.1%,10.2%
2987,侏罗纪公园3D,<0.1%,11.16,20,0.1%,100%
2988,旋风九日,<0.1%,9.28,23,<0.1%,54.9%
2989,金箍棒传奇2：沙僧的逆袭,<0.1%,6.75,4,0.5%,13.8%
2990,十二公民,<0.1%,5.67,12,<0.1%,25.5%
2991,屠魔战士,<0.1%,4.20,3,0.3%,9.9%
2992,超能兔战队,<0.1%,2.28,3,0.2%,11.5%
2993,通道转兵,<0.1%,2.08,93,<0.1%,--
2994,狼图腾,<0.1%,2.04,16,<0.1%,29.0%
2995,土豪520,<0.1%,1.94,2,0.2%,13.8%
2996,何以笙箫默,<0.1%,1.50,8,<0.1%,35.3%
2997,左耳,<0.1%,1.49,5,<0.1%,12.4%
2998,顺风车,<0.1%,1.15,3,0.1%,11.8%
2999,搏击迷城,<0.1%,1.06,2,0.1%,4.1%
3000,天亮·分手,<0.1%,1.04,6,<0.1%,66.3%
3001,侏罗纪世界,75.9%,14594.33,54,48.5%,54.5%
3002,末日崩塌,15.1%,2920.20,30,18.2%,46.8%
3003,哆啦A梦：伴我同行,5.5%,1072.70,17,13.2%,27.5%
3004,我的个神啊,0.9%,176.43,15,2.5%,29.1%
3005,我是谁2015,0.5%,109.23,6,4.9%,12.3%
3006,再见我们的十年,0.5%,105.88,5,5.1%,12.6%
3007,潜艇总动员之时光宝盒,0.3%,73.25,10,1.7%,19.5%
3008,明日世界,0.3%,58.87,8,1.7%,16.4%
3009,异种,<0.1%,12.18,3,1.1%,8.0%
3010,侏罗纪公园3D,<0.1%,9.14,19,0.1%,--
3011,旋风九日,<0.1%,8.44,20,<0.1%,49.0%
3012,金箍棒传奇2：沙僧的逆袭,<0.1%,7.46,4,0.5%,14.0%
3013,十二公民,<0.1%,7.14,23,<0.1%,54.3%
3014,少年班,<0.1%,5.72,125,<0.1%,91.0%
3015,土豪520,<0.1%,5.38,6,0.2%,39.8%
3016,屠魔战士,<0.1%,5.34,3,0.3%,12.4%
3017,西藏天空,<0.1%,3.90,106,<0.1%,--
3018,通道转兵,<0.1%,2.23,90,<0.1%,--
3019,超能兔战队,<0.1%,2.02,3,0.1%,10.5%
3020,狼图腾,<0.1%,1.81,17,<0.1%,27.1%
3021,左耳,<0.1%,1.70,5,<0.1%,13.9%
3022,搏击迷城,<0.1%,1.31,2,0.2%,5.3%
3023,天亮·分手,<0.1%,1.26,7,<0.1%,56.4%
3024,何以笙箫默,<0.1%,1.11,4,<0.1%,15.2%
3025,少年毛泽东,<0.1%,1.10,29,<0.1%,100%
3026,迷与狂,<0.1%,1.02,25,<0.1%,100%
3027,侏罗纪世界,71.3%,5274.41,21,48.2%,21.8%
3028,末日崩塌,19.9%,1474.72,16,19.8%,24.0%
3029,哆啦A梦：伴我同行,3.5%,262.57,5,11.4%,8.1%
3030,我的个神啊,1.3%,96.15,8,3.0%,14.4%
3031,我是谁2015,0.9%,67.78,4,5.4%,7.1%
3032,再见我们的十年,0.8%,65.38,3,5.8%,7.2%
3033,明日世界,0.4%,30.80,4,1.9%,7.4%
3034,异种,0.1%,10.49,3,1.3%,6.6%
3035,西藏天空,<0.1%,6.65,154,<0.1%,--
3036,旋风九日,<0.1%,6.20,13,0.1%,53.6%
3037,杀破狼2,<0.1%,4.79,117,<0.1%,85.3%
3038,屠魔战士,<0.1%,3.32,2,0.4%,6.1%
3039,侏罗纪公园3D,<0.1%,3.19,8,<0.1%,--
3040,土豪520,<0.1%,3.02,4,0.2%,20.2%
3041,潜艇总动员之时光宝盒,<0.1%,1.92,2,0.4%,2.5%
3042,搏击迷城,<0.1%,1.88,2,0.2%,6.1%
3043,十二公民,<0.1%,1.46,6,<0.1%,11.6%
3044,天亮·分手,<0.1%,1.26,5,0.1%,42.2%
3045,少年班,<0.1%,1.23,40,<0.1%,48.4%
3046,左耳,<0.1%,1.05,3,<0.1%,8.5%
3047,少年毛泽东,<0.1%,1.04,30,<0.1%,100%
3048,侏罗纪世界,69.5%,4905.83,20,48.1%,20.7%
3049,末日崩塌,21.3%,1505.81,16,20.3%,24.3%
3050,哆啦A梦：伴我同行,3.5%,253.13,5,11.3%,8.1%
3051,我的个神啊,1.4%,100.97,8,3.1%,15.2%
3052,再见我们的十年,0.9%,68.53,4,5.7%,8.0%
3053,我是谁2015,0.9%,64.10,4,5.2%,7.5%
3054,明日世界,0.4%,31.16,4,1.9%,8.2%
3055,异种,0.1%,9.77,3,1.3%,6.2%
3056,西藏天空,<0.1%,6.48,136,<0.1%,--
3057,旋风九日,<0.1%,5.17,13,0.1%,44.7%
3058,屠魔战士,<0.1%,4.00,2,0.4%,8.0%
3059,侏罗纪公园3D,<0.1%,3.37,12,<0.1%,100%
3060,我是路人甲,<0.1%,3.22,169,<0.1%,--
3061,少年班,<0.1%,2.23,42,<0.1%,41.1%
3062,潜艇总动员之时光宝盒,<0.1%,1.98,2,0.4%,2.5%
3063,搏击迷城,<0.1%,1.84,2,0.2%,6.4%
3064,杀破狼2,<0.1%,1.60,26,<0.1%,38.4%
3065,天亮·分手,<0.1%,1.59,6,0.1%,48.5%
3066,土豪520,<0.1%,1.54,2,0.2%,8.9%
3067,何以笙箫默,<0.1%,1.53,8,<0.1%,28.6%
3068,十二公民,<0.1%,1.35,7,<0.1%,12.2%
3069,左耳,<0.1%,1.25,4,<0.1%,10.0%
3070,少年毛泽东,<0.1%,1.12,42,<0.1%,100%
3071,我的男友和狗,<0.1%,1.10,138,<0.1%,--
3072,侏罗纪世界,63.7%,4276.56,18,47.2%,18.3%
3073,末日崩塌,21.0%,1409.44,15,20.4%,22.2%
3074,杀破狼2,6.0%,408.70,63,1.3%,55.4%
3075,哆啦A梦：伴我同行,3.5%,235.87,5,11.0%,7.6%
3076,我的个神啊,1.4%,97.17,8,3.1%,14.2%
3077,再见我们的十年,0.9%,60.96,3,5.7%,6.9%
3078,我是谁2015,0.8%,58.98,3,5.1%,7.0%
3079,明日世界,0.4%,31.61,4,1.9%,8.2%
3080,李米的猜想,0.2%,13.98,200,<0.1%,--
3081,异种,0.1%,11.93,3,1.3%,8.6%
3082,旋风九日,0.1%,7.52,23,0.1%,75.5%
3083,西藏天空,<0.1%,6.50,106,<0.1%,100%
3084,屠魔战士,<0.1%,3.62,2,0.4%,7.0%
3085,我是路人甲,<0.1%,3.18,398,<0.1%,--
3086,少年班,<0.1%,3.05,55,<0.1%,49.8%
3087,十二公民,<0.1%,2.07,10,<0.1%,16.7%
3088,搏击迷城,<0.1%,1.66,2,0.2%,6.5%
3089,潜艇总动员之时光宝盒,<0.1%,1.55,1,0.4%,2.1%
3090,何以笙箫默,<0.1%,1.47,7,<0.1%,22.2%
3091,土豪520,<0.1%,1.39,2,0.2%,8.5%
3092,侏罗纪公园3D,<0.1%,1.20,5,<0.1%,100%
3093,天亮·分手,<0.1%,1.15,4,0.1%,33.9%
3094,王化买父,<0.1%,1.07,34,<0.1%,--
3095,左耳,<0.1%,1.04,3,<0.1%,8.0%
3096,杀破狼2,57.2%,6496.25,35,38.3%,41.9%
3097,侏罗纪世界,30.6%,3473.15,21,31.4%,23.0%
3098,末日崩塌,7.6%,864.25,15,11.9%,23.9%
3099,哆啦A梦：伴我同行,1.2%,143.69,6,5.9%,9.0%
3100,分歧者2：绝地反击,0.6%,73.31,19,0.6%,14.8%
3101,我的个神啊,0.3%,45.34,7,1.7%,12.6%
3102,老五的奥斯卡,0.2%,28.75,128,<0.1%,100%
3103,我们恋爱吧,0.2%,28.75,121,<0.1%,100%
3104,再见我们的十年,0.2%,26.37,2,3.4%,6.3%
3105,我是谁2015,0.1%,14.41,2,2.5%,3.9%
3106,明日世界,0.1%,13.41,4,0.9%,8.2%
3107,旋风九日,0.1%,13.26,39,<0.1%,100%
3108,西藏天空,<0.1%,7.13,131,<0.1%,--
3109,复仇者联盟2：奥创纪元,<0.1%,6.30,34,<0.1%,--
3110,异种,<0.1%,5.76,2,0.8%,6.7%
3111,少年班,<0.1%,5.12,8,0.1%,7.5%
3112,潜艇总动员之时光宝盒,<0.1%,1.60,3,0.2%,4.3%
3113,何以笙箫默,<0.1%,1.31,9,<0.1%,33.2%
3114,我的男友和狗,<0.1%,1.23,28,<0.1%,27.6%
3115,十二公民,<0.1%,1.02,9,<0.1%,17.3%
3116,杀破狼2,38.0%,5028.34,33,29.1%,37.2%
3117,侏罗纪世界,35.2%,4655.90,41,20.2%,44.0%
3118,分歧者2：绝地反击,12.0%,1594.14,18,16.4%,24.7%
3119,少年班,5.7%,758.55,12,14.4%,18.7%
3120,末日崩塌,3.2%,427.75,25,3.1%,43.9%
3121,我的男友和狗,2.5%,339.34,12,6.7%,21.8%
3122,惊魂电影院,1.1%,152.79,12,3.3%,26.3%
3123,哆啦A梦：伴我同行,0.5%,66.34,9,1.5%,16.6%
3124,我们恋爱吧,0.2%,31.55,127,<0.1%,100%
3125,老五的奥斯卡,0.2%,31.55,127,<0.1%,100%
3126,致命对决,0.1%,22.76,2,3.0%,3.3%
3127,旋风九日,<0.1%,12.46,44,<0.1%,100%
3128,西藏天空,<0.1%,7.57,118,<0.1%,100%
3129,我的个神啊,<0.1%,4.10,8,0.1%,23.6%
3130,煎饼侠,<0.1%,2.05,97,<0.1%,64.9%
3131,异种,<0.1%,1.83,8,0.1%,37.5%
3132,我是谁2015,<0.1%,1.74,4,0.1%,30.2%
3133,金箍棒传奇2：沙僧的逆袭,<0.1%,1.69,5,<0.1%,32.0%
3134,通道转兵,<0.1%,1.52,68,<0.1%,--
3135,再见我们的十年,<0.1%,1.34,1,0.3%,7.9%
3136,潜艇总动员之时光宝盒,<0.1%,1.27,4,0.1%,8.4%
3137,狼图腾,<0.1%,1.23,18,<0.1%,70.2%
3138,侏罗纪世界,42.1%,9683.13,75,21.5%,82.5%
3139,杀破狼2,34.1%,7854.17,49,28.4%,55.5%
3140,分歧者2：绝地反击,9.2%,2134.80,27,13.8%,39.1%
3141,少年班,4.6%,1064.03,19,11.8%,32.7%
3142,末日崩塌,3.7%,865.17,47,3.1%,81.7%
3143,我的男友和狗,1.9%,442.59,17,5.6%,33.8%
3144,哆啦A梦：伴我同行,1.6%,371.73,23,3.2%,41.8%
3145,惊魂电影院,0.6%,153.90,12,3.0%,29.6%
3146,三只小猪与神灯,0.3%,70.70,12,1.3%,28.8%
3147,摇滚英雄,0.3%,68.95,5,3.4%,6.6%
3148,老五的奥斯卡,0.1%,30.50,127,<0.1%,100%
3149,我们恋爱吧,0.1%,28.55,119,<0.1%,100%
3150,致命对决,0.1%,23.77,3,1.7%,6.7%
3151,西游超级粉,<0.1%,20.37,6,0.8%,9.4%
3152,潜艇总动员之时光宝盒,<0.1%,18.99,10,0.4%,28.4%
3153,我的个神啊,<0.1%,10.39,21,<0.1%,48.8%
3154,煎饼侠,<0.1%,5.14,141,<0.1%,100%
3155,西藏天空,<0.1%,4.34,155,<0.1%,100%
3156,金箍棒传奇2：沙僧的逆袭,<0.1%,3.01,4,0.1%,28.4%
3157,狼图腾,<0.1%,2.52,33,<0.1%,43.1%
3158,再见我们的十年,<0.1%,2.44,2,0.3%,29.3%
3159,明日世界,<0.1%,2.03,9,<0.1%,35.4%
3160,通道转兵,<0.1%,1.91,72,<0.1%,--
3161,异种,<0.1%,1.88,9,<0.1%,58.1%
3162,旋风九日,<0.1%,1.25,11,<0.1%,100%
3163,我是谁2015,<0.1%,1.11,4,<0.1%,66.6%
3164,我是路人甲,<0.1%,1.09,137,<0.1%,100.0%
3165,侏罗纪公园3D,<0.1%,1.04,7,<0.1%,100%
3166,超能兔战队,<0.1%,1.04,4,<0.1%,42.6%
3167,王化买父,<0.1%,1.01,23,<0.1%,--
3168,侏罗纪世界,44.5%,9799.81,67,24.2%,72.0%
3169,杀破狼2,31.4%,6910.99,44,27.8%,51.3%
3170,分歧者2：绝地反击,8.2%,1824.27,26,12.4%,38.2%
3171,末日崩塌,5.1%,1126.63,48,4.0%,79.8%
3172,少年班,4.2%,931.91,19,10.6%,33.1%
3173,我的男友和狗,1.9%,434.06,17,5.4%,35.4%
3174,哆啦A梦：伴我同行,1.8%,417.86,23,3.5%,41.7%
3175,惊魂电影院,0.6%,132.34,11,2.9%,27.7%
3176,三只小猪与神灯,0.5%,112.45,16,1.5%,31.3%
3177,摇滚英雄,0.1%,40.66,3,2.9%,4.6%
3178,我们恋爱吧,0.1%,31.15,115,<0.1%,100%
3179,老五的奥斯卡,0.1%,30.75,129,<0.1%,100%
3180,致命对决,0.1%,24.22,4,1.5%,7.6%
3181,潜艇总动员之时光宝盒,0.1%,22.28,12,0.4%,34.0%
3182,西游超级粉,<0.1%,21.66,7,0.7%,10.9%
3183,我的个神啊,<0.1%,11.22,24,<0.1%,52.5%
3184,煎饼侠,<0.1%,5.71,195,<0.1%,100%
3185,金箍棒传奇2：沙僧的逆袭,<0.1%,2.79,4,0.1%,31.6%
3186,旋风九日,<0.1%,2.52,28,<0.1%,100%
3187,狼图腾,<0.1%,2.26,26,<0.1%,44.5%
3188,通道转兵,<0.1%,2.05,72,<0.1%,--
3189,再见我们的十年,<0.1%,2.03,2,0.2%,25.9%
3190,西藏天空,<0.1%,1.92,142,<0.1%,100%
3191,明日世界,<0.1%,1.61,8,<0.1%,29.6%
3192,超能兔战队,<0.1%,1.59,6,<0.1%,52.2%
3193,异种,<0.1%,1.27,7,<0.1%,39.5%
3194,侏罗纪世界,42.4%,6615.85,44,25.4%,45.6%
3195,杀破狼2,32.1%,5008.74,33,27.7%,38.2%
3196,分歧者2：绝地反击,8.0%,1258.61,19,11.9%,28.3%
3197,末日崩塌,6.0%,938.07,35,4.7%,55.6%
3198,少年班,4.3%,674.64,14,10.4%,25.8%
3199,哆啦A梦：伴我同行,2.2%,344.85,20,3.3%,34.9%
3200,我的男友和狗,2.1%,341.58,14,5.5%,27.9%
3201,三只小猪与神灯,0.6%,104.80,16,1.5%,30.9%
3202,惊魂电影院,0.6%,95.20,8,2.9%,20.7%
3203,摇滚英雄,0.3%,51.44,5,2.4%,6.9%
3204,我们恋爱吧,0.1%,30.40,118,<0.1%,100%
3205,老五的奥斯卡,0.1%,29.50,123,<0.1%,100%
3206,潜艇总动员之时光宝盒,0.1%,18.48,13,0.3%,31.7%
3207,致命对决,0.1%,17.30,3,1.4%,6.3%
3208,西游超级粉,0.1%,17.13,6,0.6%,10.7%
3209,西藏天空,<0.1%,6.04,152,<0.1%,100%
3210,我是路人甲,<0.1%,5.96,683,<0.1%,99.7%
3211,龙凤呈祥,<0.1%,2.30,91,<0.1%,86.1%
3212,金箍棒传奇2：沙僧的逆袭,<0.1%,2.28,4,0.1%,24.7%
3213,狼图腾,<0.1%,2.23,30,<0.1%,67.7%
3214,异种,<0.1%,1.69,9,<0.1%,60.4%
3215,再见我们的十年,<0.1%,1.66,2,0.3%,20.4%
3216,通道转兵,<0.1%,1.55,68,<0.1%,--
3217,王化买父,<0.1%,1.14,44,<0.1%,--
3218,明日世界,<0.1%,1.10,5,<0.1%,13.9%
3219,何以笙箫默,<0.1%,1.02,42,<0.1%,100%
3220,杀破狼2,37.8%,2736.89,19,28.6%,22.6%
3221,侏罗纪世界,33.8%,2443.88,18,25.7%,18.9%
3222,分歧者2：绝地反击,9.4%,683.26,11,12.8%,16.0%
3223,末日崩塌,6.8%,494.87,19,5.2%,29.4%
3224,少年班,5.2%,380.40,9,11.1%,15.2%
3225,我的男友和狗,3.0%,218.92,9,6.4%,16.7%
3226,惊魂电影院,1.0%,75.55,7,3.2%,15.4%
3227,哆啦A梦：伴我同行,0.7%,53.80,6,2.1%,10.4%
3228,老五的奥斯卡,0.4%,29.95,129,<0.1%,100%
3229,我们恋爱吧,0.4%,29.90,120,<0.1%,100%
3230,横冲直撞好莱坞,0.2%,15.88,151,<0.1%,--
3231,致命对决,0.1%,10.59,2,1.6%,4.1%
3232,旋风九日,0.1%,8.30,35,<0.1%,100%
3233,摇滚英雄,<0.1%,7.16,2,1.4%,2.3%
3234,西藏天空,<0.1%,6.37,135,<0.1%,100%
3235,潜艇总动员之时光宝盒,<0.1%,1.88,4,0.1%,13.7%
3236,煎饼侠,<0.1%,1.36,152,<0.1%,--
3237,我是乡下爷,<0.1%,1.29,4,<0.1%,12.7%
3238,再见我们的十年,<0.1%,1.17,1,0.3%,12.1%
3239,寻找声音的耳朵,<0.1%,1.13,183,<0.1%,--
3240,通道转兵,<0.1%,1.07,48,<0.1%,--
3241,再次出发之纽约遇见你,<0.1%,1.04,42,<0.1%,53.0%
3242,杀破狼2,36.8%,2453.71,17,28.6%,20.1%
3243,侏罗纪世界,33.5%,2234.86,17,25.8%,17.0%
3244,分歧者2：绝地反击,9.1%,609.47,10,12.5%,14.8%
3245,末日崩塌,7.5%,501.05,18,5.6%,26.8%
3246,少年班,5.2%,348.04,8,10.9%,14.0%
3247,我的男友和狗,3.0%,205.10,8,6.6%,14.7%
3248,惊魂电影院,0.9%,65.87,6,3.3%,12.9%
3249,哆啦A梦：伴我同行,0.6%,45.91,5,2.0%,9.1%
3250,老五的奥斯卡,0.4%,30.10,122,<0.1%,100%
3251,我们恋爱吧,0.4%,29.70,122,<0.1%,100%
3252,旋风九日,0.2%,19.64,63,<0.1%,100%
3253,致命对决,0.1%,9.64,2,1.5%,4.0%
3254,摇滚英雄,<0.1%,6.00,2,1.1%,2.3%
3255,红楼梦,<0.1%,4.14,345,<0.1%,--
3256,西藏天空,<0.1%,3.55,94,<0.1%,100%
3257,再见我们的十年,<0.1%,3.37,5,0.4%,55.6%
3258,麦兜我和我妈妈,<0.1%,1.97,495,<0.1%,--
3259,异种,<0.1%,1.36,7,<0.1%,27.0%
3260,恋爱排班表,<0.1%,1.18,32,<0.1%,32.4%
3261,潜艇总动员之时光宝盒,<0.1%,1.15,3,0.1%,7.4%
